index,target
392177988,7222
392236142,8332
392260789,7212
392331733,6121
392333405,6121
392352315,6121
392361003,5223
392373319,5223
392455584,6111
392561559,9613
392748239,9613
392792206,8182
392829668,6222
392833363,6121
392906833,3123
392908057,8343
392934855,6121
392937027,2411
394464215,1219
355654541,4120
28366241,3343
39131451,4120
327799217,4224
38137823,3252
126124496,5412
361973725,8322
291268369,1221
170098517,4224
36420726,8343
33795049,3123
111492513,5223
93344944,2433
313422084,7212
32813048,1221
31922657,1120
354693207,6121
32699381,3341
111928042,2269
168881796,3331
37478563,6121
87577790,8343
292130980,3123
39686848,6121
46686092,2149
50007760,1213
51023068,4222
208016803,7412
27002977,3123
37644443,8321
179375925,7533
351465260,5223
31573508,9321
33615464,1213
28126284,3343
33112375,2433
211757677,8342
354902975,5414
169156835,1213
328072123,5223
39628449,2240
28420334,9334
199738062,4323
27918562,9334
35417717,8342
28552954,1213
354662661,9613
32105329,3221
114566916,1213
105728307,3123
27735948,8332
328045014,3123
202418225,5223
34863035,5412
128590499,3331
30380643,2211
88066751,9333
50534851,1213
182645514,8321
29512445,5223
39233792,6210
169947197,7223
30358769,2433
29011883,9333
181153196,1349
114147174,9334
54219259,1349
39035436,9621
104696529,7131
45986726,8342
33544131,2411
129031808,2413
180132184,1120
27403856,1213
27695181,2269
93393600,1120
327129849,5131
324527162,3341
35921743,2411
169981119,1221
38494785,9613
270094505,8332
268482376,8332
30582872,3221
168386187,1213
29712429,2433
179394408,3221
256911320,2433
91460921,9333
170076159,3341
36410688,3312
39548793,2411
182667203,8321
237594028,7412
38994697,6121
37665734,7212
32559897,9622
328024747,9333
31244306,2269
122630835,1321
39061315,6121
362503619,4222
211002386,1349
101486633,6121
110148431,4222
218599404,1420
26790408,7212
102220501,9622
34731183,8322
351566053,4412
33160620,9334
177242595,7111
34987417,5223
28295890,4222
36940475,6121
31483749,9622
237946044,8342
169343023,8343
114025382,3343
43158125,2433
257039243,4222
50107451,4323
179368485,1349
28332663,2433
169342090,4120
30437705,2433
27814298,7212
169652702,6112
169780644,2433
250404416,8321
29502908,1213
26539791,8343
102026197,6121
181280666,6121
27360351,4323
26954430,1213
30023963,4120
37237567,7231
170485427,1221
28846466,5153
111455339,1221
170975768,3341
28791736,2240
326141474,1213
168958041,1213
37165345,9622
212021260,6121
39391859,5412
33116834,1120
91927827,8322
36525403,8342
54900307,2432
32290250,8321
36452661,9621
31647009,9321
186462051,4222
361389463,7533
66132161,1213
184304221,1349
32851261,8322
39366184,7112
183612297,3123
26650085,3123
27568212,4120
183221382,2149
37471967,6121
170855696,5223
184937495,8343
114216286,9333
364029440,5131
32865260,1213
123246797,6121
126199999,1349
32791313,1213
31168496,8342
179325937,6121
51805910,1349
211383219,9333
292256646,2433
29494570,4223
128033685,9622
169486131,1213
37101887,1213
170892045,3341
31392006,2211
33840722,3323
315309114,8343
37037583,9613
170352555,7412
33633674,2433
237898377,8332
169871871,3221
113320714,3123
30968388,1120
291733828,8343
178112925,8342
30893195,4222
250354664,5414
29143340,2411
218138535,1349
26932676,1221
202591095,6121
38271562,3221
27092218,5223
113509431,1120
37363092,1349
33780330,7412
112091462,5412
208132918,8341
37487239,1120
278827814,8321
33332061,8322
106021032,3331
35993644,1120
92676776,7212
110721209,2432
170282289,9334
177286465,7212
34404882,9622
29419683,8322
327696341,2433
128829564,8322
27443266,7223
37333417,9613
315350044,8332
179317874,7112
110583110,7412
250720103,8332
38077941,5223
211442284,9622
182702269,4412
250591100,1120
78841934,5223
29553960,4132
342751745,8342
291092735,5223
38982566,8343
34834093,2433
38013120,8182
211258347,7412
50563448,4120
66064234,2240
66363074,5223
351914548,8342
35530696,7119
179358361,4223
167968777,8321
327648149,8343
37435419,6121
39380288,6221
114345227,4132
126638198,9321
33575667,5412
28400267,1221
35323073,8322
50939925,2411
178104819,9334
34338424,7212
30911806,3221
171756715,9622
105648522,5223
30715747,2433
34342490,7222
272802483,5120
177279457,7111
27912375,3341
54514888,2433
276883025,7222
169802715,2433
29783367,4323
45761779,1120
38629444,7115
169598690,7212
31938805,9622
170299717,7222
102226246,2211
37180831,1420
180386876,7212
28245146,4323
34894770,7223
50160152,5223
362071532,5412
353332567,7114
166760006,1213
31917836,4223
110470747,3323
122688711,2211
212091814,9412
328081348,3323
114478149,7131
181316160,9321
115041818,2433
30576450,2240
272600414,8342
268299121,8342
114379479,3341
35122467,7223
46557560,3323
126308012,6121
180365163,6121
54338652,2211
87540934,8343
88077661,7222
101698075,5412
127702621,7212
36235490,8322
42330994,7412
114296617,4132
36398156,6121
327510034,3221
170765640,5223
354464663,5131
36699201,5223
128828699,8322
126382563,4223
184168935,5223
31543869,2149
200198979,7223
28422282,9334
173683499,6111
29109498,9334
170692175,7231
280302928,6121
50349938,4222
168927680,8342
250359918,2522
39394691,4120
50664681,2411
170997750,9333
29268139,7212
35183885,4412
315302211,5414
315004401,7114
128718536,8332
30972684,8342
91447548,3221
34074339,7212
33269634,2269
209120468,2433
328012576,6210
184244510,1221
54451163,7222
92895960,3312
291527258,3343
50732297,3312
179927243,9613
30820905,1323
182215910,2240
168638053,7131
37198945,4120
180938769,6121
250673899,3334
39083406,9333
33860776,1323
42520670,3123
111119698,3312
184819742,9112
178172981,9621
199841115,4323
261392444,1221
66335706,8322
126992467,4222
326281658,2433
356037696,9622
29791438,2211
30733384,4323
91128134,3341
114784417,2423
125292922,8331
326891727,6121
129924333,8321
352251907,8342
37787357,6210
78679623,3341
38965924,6121
111764928,7222
28666648,5223
361733943,3341
27107708,1420
66154013,2211
237741774,8342
42783214,7412
212176243,6222
171163605,7231
39713502,5412
32269924,1120
342919306,8321
259720689,1213
180448691,6210
362106558,5120
212114259,6210
218369674,9334
33916809,3123
113912590,2432
33948550,7212
169906959,2433
39486584,6121
125993733,7412
35926971,9622
166397492,4323
123809156,9622
104700805,4323
114563177,5223
354950498,3331
361611956,4323
