index,target
36158895,6221
36319882,6121
36486765,8341
36791074,6121
36811340,6121
36811507,7131
36917993,4120
36945454,7126
36951505,6121
37096728,9412
37105952,7412
37106130,3331
37135261,6121
37155233,4120
37188868,6121
37284181,4120
37424272,3221
37463294,7512
37470970,8321
37682034,1349
37848184,8321
37857161,6121
37880769,1349
37891024,6121
37975651,5120
37996995,6210
38065882,6121
38069629,6121
38087078,7131
38186102,9333
38197902,7131
38201794,1213
38318937,8321
38350874,6210
38452222,6121
38461995,8322
38486009,6121
38519962,6121
38595176,8343
38721378,6121
38762250,6121
38798050,6121
38821257,1349
38821768,2211
38861684,1221
38861847,8322
39016989,7212
39057971,4412
39100180,4222
39117510,5120
39148464,9334
39169231,3343
39193439,5223
39211891,5223
39225050,3323
39269434,4323
39299018,7222
39381600,4412
39397360,9412
39526670,5131
39532314,6121
39532591,2149
39556568,6121
39588571,6121
39667691,7412
39691396,6112
39774797,5120
45404924,7131
46173172,3123
47016836,3341
47929938,9333
49476030,3123
50082321,4222
50336950,5223
50337796,5223
50596792,8321
50600889,9613
50619999,5223
50753364,9333
50832617,2211
51858443,6210
52255114,7412
53313677,2269
53838678,5131
54089509,9333
54094551,2433
54118501,4120
54176059,5412
54180928,4120
54208584,8343
54211115,4222
54219973,1120
54272182,8321
54330279,5412
54353755,1349
54429194,4120
54779353,9412
55012176,9621
55035047,9334
63613853,5223
65542146,4323
65581311,2433
66033381,5412
66112678,4222
66123713,4323
66133226,5223
66143803,9412
78467905,5223
78474483,4222
78676578,4222
78799457,9622
78803142,3221
78820452,9613
88082706,6121
91380890,7212
91516682,6121
91675524,3341
91812887,7222
92162921,3342
92280387,6121
92334523,3123
92373253,3221
92418144,1349
92424966,9333
92677370,7212
92732961,8342
92865305,2433
92953180,1120
92961057,9333
93012958,8342
93097616,3343
93159505,9333
93224271,7222
93363651,1213
101521495,2522
101591406,7131
101743208,2269
101808997,9621
101812383,4222
101903011,1349
101922721,2433
101956485,2522
102077885,5223
102174148,1213
102220307,9333
102301066,4222
102343484,8322
104961372,2433
106033656,2411
110206004,3221
110219818,4323
110266508,4222
110276159,5223
110359189,7212
110575229,5223
110655004,7412
110687750,2432
110792257,2411
110813793,5223
110946103,5223
110972064,4222
110986051,7412
111131689,9333
111408994,1213
111518635,5120
111675912,1213
111715610,9613
111789274,7212
112010453,3331
112132676,5120
112189543,6121
112392896,4120
112538404,9412
112609512,2211
113119434,8321
113295902,3343
113599013,6121
113630976,8182
113677638,8341
113854565,2411
113870859,6121
114201478,4120
114358798,7126
114510767,6112
114638382,9622
114692933,3221
114747492,6121
114748574,1120
114833580,5414
114928513,7114
114951630,5120
122669343,8343
123241668,9613
123312772,5414
124251925,4323
125667257,9333
125766533,9621
125766862,8341
125855324,2269
125927274,4323
125927978,8332
126044998,4120
126112337,2149
126118603,6121
126130494,8322
126235090,3341
126424746,9333
126528774,7412
126636278,9321
126638961,5120
126706852,9621
126896010,2433
127008792,3343
127045399,5223
127133364,3331
128436756,1221
128610148,9333
128836236,3341
128943398,4120
128953794,3343
129027080,1420
129145091,4222
129160495,4222
129256244,9621
129389497,3323
130016626,5223
156729466,7533
165453988,4222
165456431,1213
165509164,9613
165617460,2433
165648258,3341
165671095,1120
166890098,9622
166964894,2411
168121628,2211
168152741,9613
168454499,5223
168626141,2433
168762393,7412
168962975,4222
168988450,1420
169115746,7412
169227088,2269
169271907,2411
169272227,2522
169312087,2411
169333254,2433
169334893,9621
169382124,3343
169432430,5412
169490962,4120
169500269,2411
169528627,9621
169750061,1221
169753803,4222
169908991,9622
170056233,6121
170058377,5223
170114252,8342
170120595,7212
170130308,9621
170171790,9621
170202431,7223
170203075,6111
170227345,1120
170240484,6210
170292884,8343
170360478,7223
170385273,9333
170385352,8322
170423164,6210
170433248,3123
170479546,2211
170489455,5223
170568487,2432
170572277,6121
170614860,6210
170615722,8321
170743799,6121
170747530,7223
170840337,6121
170852068,6121
170890720,4412
170951192,8321
170963840,6121
171530766,6222
173016079,8343
173083971,7412
173254765,2411
177219101,9621
177417071,4132
177574039,9621
177661080,4222
177854333,2433
177974746,2211
177986143,9622
178053318,1221
178106181,8343
178168946,8321
178176400,8322
178209154,4222
178268691,5223
178928960,8321
179110817,7512
179274771,5414
179336892,6221
179465121,8331
179526443,2211
179846865,2269
179994859,2433
180112448,1349
180253576,5223
180333037,8343
182285009,7212
182631874,8343
182719902,9334
183233002,9622
183325337,6111
183439697,9321
183529443,9621
183817261,8332
183857703,9621
184123877,1221
187168224,8343
200797872,4120
201010730,5223
201918133,4222
201943589,3123
201953091,9613
202011591,3123
202241974,2211
207983110,3331
209629993,9621
209960594,3221
211344068,7412
212080392,3343
212542444,7131
218633521,7212
218843326,6210
220367317,8342
220379857,7212
237459583,7114
237668486,7512
237793771,5223
237843121,5132
237922588,3331
237955561,8182
238260899,3221
238416104,9622
238430857,7521
250085404,9412
250406224,5120
250498887,3343
250639620,8322
250642323,1219
250661245,4224
250687973,1221
256684576,7412
256795709,4222
257158065,2149
259378498,4222
259490623,3221
259597510,1221
259623732,9621
260046303,4120
261218168,1219
267535530,9333
267589352,2433
268455604,4323
272122205,5131
272803106,5223
272807223,9321
272816934,6121
277596589,3343
277674444,3123
277798818,7412
278102958,1221
278946498,5223
280052938,1321
280481547,5412
282010597,1349
291492948,2211
291519170,6111
291520040,7212
291620781,3123
291759025,5131
291787427,8321
291826345,1349
291884248,4222
291901094,7412
292057839,8322
292204464,7412
292408606,9622
292427986,5412
313123976,8182
315439074,9613
318502932,2269
324562960,6121
324583404,3221
325103184,3123
325974443,9613
326099517,2211
326284429,4222
326902395,2411
327058382,2432
327254418,3341
327262134,5223
327370410,8322
327518758,3123
327710095,8343
327766949,8343
327890039,7412
328070002,9334
328114612,1120
342178557,9622
342903260,2211
349452372,7212
351319148,7412
351573796,1349
351672792,6121
352259881,6222
352384982,5414
352595806,9622
352655396,6121
352681339,5414
354468006,9333
354504887,9333
354535093,3221
354845144,9613
354869981,8182
356121225,4120
361767600,5153
361833553,4120
362042180,6222
362231124,7212
362359600,6222
363957093,6121
371494013,6121
383900392,3341
384202294,5223
384297602,3221
384328210,5223
384336481,9613
384349567,8182
384356727,6222
384368333,6121
391899107,3123
391926716,9613
391936484,6121
391944180,5223
391950172,9333
391951304,4120
391951346,4120
391984762,4120
391986661,4224
391989588,3252
391995271,6121
392000086,1221
392014537,4224
392015806,8343
392051631,3123
392054650,5223
392074727,2433
392082806,8343
392090474,1349
392100396,1120
392164204,6121
392172459,1349
392177988,7111
392236142,3331
392260789,6121
392331733,8343
392333405,1223
392352315,6121
392361003,2149
392373319,2149
392455584,4222
392561559,7412
392748239,3123
392792206,8321
392829668,7533
392833363,5223
392906833,9321
392908057,1213
392934855,3343
392937027,2433
394464215,8342
355654541,4120
28366241,2433
39131451,5223
327799217,6121
38137823,5223
126124496,3343
291268369,8343
170098517,1120
36420726,9613
33795049,3221
111492513,1213
93344944,3123
313422084,4323
32813048,7222
31922657,5223
354693207,5412
32699381,8321
111928042,2211
168881796,9333
37478563,1213
87577790,8321
292130980,5223
39686848,6210
46686092,7223
50007760,9333
51023068,1349
208016803,3343
27002977,7412
37644443,9621
179375925,9622
351465260,8342
31573508,2411
33615464,3342
28126284,8321
33112375,2433
211757677,2269
354902975,9333
169156835,5131
328072123,4222
39628449,7412
28420334,2433
199738062,8321
27918562,8332
35417717,8332
28552954,7222
354662661,1213
32105329,5223
114566916,3221
105728307,2433
27735948,9333
328045014,4120
202418225,1349
34863035,8321
128590499,3342
30380643,6121
88066751,7212
50534851,9622
182645514,7126
29512445,2269
39233792,9622
169947197,6121
29011883,6121
181153196,4222
114147174,5223
54219259,7212
39035436,8322
104696529,8322
45986726,4412
33544131,1420
129031808,7223
180132184,5223
27403856,4222
27695181,9622
93393600,7131
327129849,7212
324527162,8343
35921743,3343
169981119,2433
38494785,4222
270094505,1213
268482376,5223
30582872,2411
168386187,2433
29712429,7212
179394408,6112
256911320,1221
91460921,8343
170076159,2149
39548793,6121
182667203,6121
237594028,4323
38994697,1213
37665734,6121
32559897,1221
328024747,5153
31244306,8321
122630835,2411
39061315,2211
211002386,9321
101486633,9334
110148431,6121
218599404,5412
26790408,8322
102220501,2433
34731183,3221
351566053,9621
33160620,4222
177242595,7115
34987417,7126
28295890,1349
36940475,4222
31483749,7222
237946044,3123
169343023,3123
114025382,4120
43158125,2149
257039243,6121
50107451,5223
28332663,7212
169342090,5120
30437705,2149
27814298,6121
169652702,3123
169780644,1349
250404416,8342
29502908,6121
26539791,1349
102026197,9333
181280666,4222
27360351,7412
26954430,9622
37237567,1213
170485427,4120
28846466,2211
111455339,1221
170975768,8343
28791736,8321
326141474,7412
168958041,7412
37165345,8332
212021260,3221
39391859,9613
91927827,8343
54900307,4222
32290250,5414
31647009,5412
186462051,1221
361389463,7212
66132161,2240
184304221,5223
32851261,1120
39366184,6210
183612297,7412
26650085,9321
27568212,7212
183221382,6121
37471967,8321
170855696,8321
184937495,3331
114216286,1120
364029440,7222
32865260,2433
123246797,3341
126199999,7212
32791313,9622
31168496,9621
179325937,2432
51805910,9621
211383219,9321
292256646,9613
29494570,8332
128033685,4120
169486131,9622
37101887,9621
170892045,8321
31392006,9622
33840722,4412
315309114,1120
37037583,5223
170352555,4323
33633674,4120
237898377,5223
169871871,7412
113320714,2433
30968388,7222
291733828,7412
178112925,4120
30893195,6121
250354664,3343
29143340,8342
218138535,6121
26932676,8321
202591095,8343
38271562,6121
27092218,6221
113509431,9333
37363092,9321
33780330,5412
112091462,1221
208132918,8322
37487239,2411
278827814,3323
33332061,3221
106021032,5120
35993644,5223
92676776,2411
110721209,7212
170282289,5120
177286465,7412
34404882,3341
29419683,2433
327696341,7222
128829564,4222
27443266,4323
37333417,1213
315350044,6121
179317874,7412
110583110,9412
250720103,7231
38077941,2211
211442284,5412
182702269,8321
250591100,4323
78841934,7223
29553960,5223
342751745,5412
291092735,7114
38982566,1213
34834093,7212
38013120,5223
211258347,2211
50563448,9412
66064234,8343
66363074,7131
351914548,9321
179358361,3221
167968777,7412
327648149,7412
37435419,2411
39380288,7223
114345227,2433
126638198,8321
33575667,6121
28400267,2433
35323073,8343
50939925,7222
178104819,5412
30911806,8322
171756715,7412
105648522,4110
30715747,6121
34342490,3221
272802483,2411
177279457,9621
27912375,5223
54514888,8322
276883025,4120
169802715,5223
29783367,4120
45761779,7223
38629444,4222
169598690,8342
31938805,9334
170299717,5153
102226246,6121
37180831,4222
180386876,8342
28245146,2522
34894770,4120
50160152,2411
362071532,9333
353332567,9622
166760006,5414
31917836,8343
110470747,8341
122688711,5131
212091814,3221
328081348,7212
114478149,2269
181316160,5223
115041818,3221
30576450,1221
272600414,7231
268299121,5223
114379479,4222
35122467,5223
46557560,9613
126308012,3123
180365163,2240
54338652,4222
87540934,4120
88077661,6121
101698075,3334
127702621,3331
36235490,4323
42330994,8342
114296617,4120
36398156,9112
327510034,9621
170765640,3343
354464663,4323
36699201,4222
128828699,2433
126382563,3123
184168935,4120
31543869,4323
200198979,5223
28422282,2433
173683499,6121
29109498,6121
170692175,7222
280302928,9622
50349938,6210
168927680,1213
250359918,6121
39394691,7223
50664681,5223
170997750,1420
29268139,5120
315302211,9321
315004401,6222
128718536,7231
30972684,5412
91447548,1349
34074339,8321
33269634,1213
209120468,3221
328012576,7212
184244510,6210
54451163,5131
92895960,3123
291527258,5223
50732297,3221
179927243,6121
30820905,7412
182215910,8322
168638053,4222
37198945,9613
180938769,1349
250673899,5223
39083406,2269
33860776,3323
42520670,8342
111119698,9321
184819742,1221
178172981,3341
199841115,4120
66335706,9622
126992467,8321
326281658,1349
356037696,7119
29791438,8322
30733384,9333
91128134,1349
114784417,9622
125292922,8322
326891727,8321
129924333,9622
352251907,8322
37787357,8322
78679623,8342
38965924,2411
111764928,4120
28666648,5223
27107708,3342
66154013,5223
237741774,5223
42783214,1213
212176243,3342
171163605,7412
39713502,2211
32269924,5223
342919306,5223
259720689,4222
180448691,5223
362106558,4120
212114259,3331
218369674,4222
33916809,5223
113912590,4222
169906959,3341
39486584,3342
125993733,8342
35926971,9621
166397492,8342
123809156,7212
104700805,2432
114563177,1221
354950498,4323
361611956,7212
26624468,8342
28051750,6121
30201387,6210
30390792,4110
32586967,9613
34254143,8332
34778015,7222
34835882,1420
35098778,9621
35137344,4222
35261375,8332
35327508,1420
35386003,9613
35400105,3221
35485553,1349
35660835,6121
35811468,8343
36095512,6121
36153239,2411
36233510,6210
36340937,5120
36385424,2211
36595416,6121
42516034,8322
125834802,8342
169204202,1120
170128504,7222
171053797,7131
180248660,3323
238262025,1219
261054572,8343
271601551,7412
356032441,1219
361248326,1221
362094444,7412
362109045,9613
361973725,9334
30358769,1349
36410688,8343
362503619,2433
179368485,2411
30023963,4222
33116834,9613
36525403,8342
36452661,2411
35530696,5223
34338424,7212
35183885,8343
261392444,5412
361733943,7212
33948550,3342
