index,target
170171790,9621
170202431,7223
170203075,6111
170227345,1120
170240484,6210
170292884,8332
170360478,9334
170385273,9333
170385352,8321
170423164,9112
170433248,1323
170479546,2211
170489455,7112
170568487,2211
170572277,6121
170614860,6210
170615722,8321
170743799,7212
170747530,7223
170840337,9333
170852068,6121
170890720,7521
170951192,8321
170963840,6121
171530766,8321
173016079,8343
173083971,7412
173254765,2411
177219101,9621
177417071,4132
177574039,1213
177661080,4222
177854333,5223
177974746,7212
177986143,6210
178053318,2433
178106181,8343
178168946,7111
178176400,8322
178209154,4222
178268691,5223
178928960,7112
179110817,7512
179274771,5223
179336892,6221
179465121,8331
179526443,4120
179846865,2269
179994859,2432
180112448,2433
180253576,4222
180333037,8343
182285009,7212
182631874,8343
182719902,9334
183233002,2432
183325337,2432
183439697,9321
183529443,9621
183817261,8332
183857703,9621
184123877,1221
187168224,8343
200797872,2522
201010730,5223
201918133,4222
201943589,1213
201953091,9613
202011591,3123
202241974,2211
207983110,4222
209629993,5131
209960594,7212
211344068,7412
212080392,5223
212542444,6210
218633521,7212
218843326,9333
220367317,8342
220379857,7212
237459583,7114
237668486,7512
237793771,5223
237843121,5132
237922588,4412
237955561,1349
238260899,3221
238416104,9613
238430857,7521
250085404,9412
250406224,5131
250498887,2211
250639620,8322
250642323,1219
250661245,4224
250687973,1213
256684576,7412
256795709,4222
257158065,2149
259378498,4222
259490623,3259
259597510,1221
259623732,9621
260046303,4120
261218168,1219
267535530,9321
267589352,3334
268455604,4323
272122205,5131
272803106,5223
272807223,7212
272816934,6121
277596589,4120
277674444,3123
277798818,7412
278102958,9333
278946498,4222
280052938,1321
280481547,9112
282010597,7412
291492948,9613
291519170,6111
291520040,7212
291620781,7412
291759025,5131
291787427,8321
291826345,7212
291884248,3341
291901094,6111
292057839,5223
292204464,7412
292408606,3259
292427986,5412
313123976,6210
315439074,9613
318502932,2269
324562960,6121
324583404,3221
325103184,5414
325974443,9613
326099517,2211
326284429,5223
326902395,2411
327058382,9334
327254418,4120
327262134,5223
327370410,8322
327518758,3123
327710095,8343
327766949,8343
327890039,7412
328070002,3221
328114612,1120
342178557,2423
342903260,2211
349452372,7212
351319148,3334
351573796,2432
351672792,6121
352259881,6221
352384982,5414
352595806,9622
352655396,5120
352681339,5414
354468006,8344
354504887,5414
354535093,3221
354845144,9613
354869981,8182
356121225,4120
361767600,7112
361833553,4120
362042180,6222
362231124,7212
362359600,6121
363957093,6121
371494013,6121
383900392,4110
384202294,5223
384297602,6210
384328210,1120
384336481,9613
384349567,8182
384356727,3143
384368333,6121
391899107,1323
391926716,9613
391936484,6121
391944180,2411
391950172,6121
391951304,4120
391951346,4224
391984762,4120
391986661,4224
391989588,3252
391995271,9412
392000086,1221
392014537,4224
392015806,8343
392051631,3123
392054650,5223
392074727,1213
392082806,7412
392090474,2522
392100396,1120
392164204,6121
392172459,1349
392177988,7111
392236142,3331
392260789,6121
392331733,8343
392333405,1223
392352315,6121
392361003,2149
392373319,1323
392455584,4222
392561559,7412
392748239,3123
392792206,8332
392829668,7533
392833363,5223
392906833,9321
392908057,1213
392934855,3343
392937027,1221
394464215,8342
355654541,5414
28366241,2433
39131451,5223
327799217,6121
38137823,9334
126124496,1330
291268369,8342
170098517,1120
36420726,9613
33795049,3221
111492513,1213
93344944,9333
313422084,4323
32813048,7412
31922657,5223
354693207,5412
32699381,8321
111928042,2211
168881796,9333
37478563,1213
87577790,8311
292130980,5223
39686848,6210
46686092,7223
50007760,9333
51023068,1349
208016803,3343
27002977,1349
37644443,7112
179375925,7131
351465260,8342
31573508,2411
33615464,7111
28126284,7112
33112375,1330
211757677,2269
354902975,1120
169156835,5131
328072123,2411
39628449,8322
28420334,2432
199738062,1349
27918562,8321
35417717,8321
28552954,3221
354662661,1213
32105329,2433
114566916,2211
105728307,2433
27735948,9333
328045014,4120
202418225,6221
34863035,8331
128590499,1323
30380643,8343
88066751,7212
50534851,3123
182645514,7212
29512445,2269
39233792,7115
169947197,6121
29011883,6121
181153196,2211
114147174,1420
54219259,7212
39035436,7212
104696529,8322
45986726,2432
33544131,9334
129031808,7212
180132184,5223
27403856,4222
27695181,1219
93393600,7112
327129849,7212
324527162,8343
35921743,3343
169981119,2433
38494785,9321
270094505,1213
268482376,5223
30582872,2411
168386187,5246
29712429,7212
179394408,6112
256911320,2433
91460921,8321
170076159,5153
39548793,6121
182667203,6121
237594028,4323
38994697,1213
37665734,6121
32559897,1221
328024747,5153
31244306,4211
122630835,7412
39061315,2211
211002386,7131
101486633,7112
110148431,6121
218599404,5412
26790408,8322
102220501,2433
34731183,3141
351566053,9621
33160620,5223
177242595,7115
34987417,1213
28295890,1349
36940475,4222
31483749,7412
237946044,7412
169343023,3123
114025382,4120
43158125,2149
257039243,6121
50107451,5223
28332663,7212
169342090,1213
30437705,1213
27814298,5120
169652702,1213
169780644,2522
250404416,8342
29502908,6121
26539791,2211
102026197,9333
181280666,2433
27360351,7412
26954430,7131
37237567,1213
170485427,3341
28846466,2211
111455339,1221
170975768,8343
28791736,7112
326141474,7412
168958041,7412
37165345,8332
212021260,3221
39391859,8343
91927827,8343
54900307,4222
32290250,5414
31647009,5412
186462051,1221
361389463,7212
66132161,2240
184304221,5223
32851261,1120
39366184,4211
183612297,7412
26650085,7223
27568212,7212
183221382,6121
37471967,6121
170855696,4323
184937495,3331
114216286,1120
364029440,8182
32865260,2433
123246797,4132
126199999,7212
32791313,9622
31168496,8322
179325937,4120
51805910,8322
211383219,7223
292256646,9613
29494570,8332
128033685,7212
169486131,7412
37101887,7212
170892045,3312
31392006,9622
33840722,4412
315309114,1120
37037583,5223
170352555,9621
33633674,8321
237898377,5223
169871871,8343
113320714,2433
30968388,8182
291733828,7412
178112925,4120
30893195,5120
250354664,3343
29143340,8342
218138535,9333
26932676,8321
202591095,8343
38271562,6121
27092218,6221
113509431,4132
37363092,9321
33780330,5412
112091462,1221
208132918,8322
37487239,2411
278827814,3341
33332061,3221
106021032,5223
35993644,5223
92676776,4323
110721209,7212
170282289,5120
177286465,7111
34404882,4120
29419683,2433
327696341,7222
128829564,2211
27443266,4323
37333417,1213
315350044,7115
179317874,7412
110583110,9412
250720103,7231
38077941,2211
211442284,6210
182702269,6121
250591100,4323
78841934,7223
29553960,5223
342751745,5412
291092735,7114
38982566,1213
34834093,7212
38013120,5223
211258347,2211
50563448,9412
66064234,8343
66363074,7131
351914548,9321
179358361,2211
167968777,7412
327648149,7412
37435419,5223
39380288,7223
114345227,2432
126638198,6121
33575667,6121
28400267,2211
35323073,8343
50939925,7412
178104819,5412
30911806,8322
171756715,7412
105648522,4110
30715747,6121
34342490,3221
272802483,2411
177279457,5131
27912375,5223
54514888,8322
276883025,4223
169802715,5223
29783367,4120
45761779,7223
38629444,4224
169598690,8111
31938805,9334
170299717,7412
102226246,6121
37180831,4222
180386876,8342
28245146,2522
34894770,4120
50160152,2411
362071532,9333
353332567,7223
166760006,5414
31917836,8343
110470747,8341
122688711,3123
212091814,3221
328081348,7212
114478149,2269
181316160,5223
115041818,6210
30576450,1221
272600414,8332
268299121,3312
114379479,2433
35122467,5223
46557560,9613
126308012,3123
180365163,2240
54338652,2433
87540934,4120
88077661,6121
101698075,3334
127702621,9333
36235490,1323
42330994,6210
114296617,4120
36398156,9112
327510034,9621
170765640,1330
354464663,8322
36699201,4222
128828699,2433
126382563,9622
184168935,2211
31543869,4323
200198979,3343
28422282,4323
173683499,8343
29109498,6121
170692175,7222
280302928,2432
50349938,6210
168927680,1213
250359918,6121
39394691,7223
50664681,5223
170997750,9334
29268139,2211
315302211,9321
315004401,6221
128718536,7231
30972684,5412
91447548,1349
34074339,8343
33269634,1213
209120468,7212
328012576,8342
184244510,6210
54451163,5131
92895960,3123
291527258,2433
50732297,2433
179927243,6121
30820905,7412
182215910,8322
168638053,4222
37198945,9613
180938769,2211
250673899,5223
39083406,9333
33860776,3323
42520670,7212
111119698,9622
184819742,1221
178172981,4120
199841115,4120
66335706,7212
126992467,8342
326281658,1349
356037696,7212
29791438,8332
30733384,9333
91128134,1349
114784417,9622
125292922,8321
326891727,8321
129924333,2432
352251907,5412
37787357,8322
78679623,9333
38965924,2411
111764928,9334
28666648,5223
27107708,7111
66154013,5223
237741774,5223
42783214,3343
212176243,7111
171163605,2269
39713502,4222
32269924,1120
342919306,5223
259720689,2433
180448691,5223
362106558,7212
212114259,5223
218369674,2433
33916809,1213
113912590,4222
169906959,4222
39486584,7111
125993733,8342
35926971,9621
166397492,7212
123809156,7212
104700805,5223
114563177,1221
354950498,3343
361611956,7212
26624468,8342
28051750,6121
30201387,6210
30390792,4323
32586967,5223
34254143,8332
34778015,7222
34835882,9334
35098778,9621
35137344,4323
35261375,8322
35327508,9334
35386003,9613
35400105,5223
35485553,1213
35660835,7233
35811468,8343
36095512,6121
36153239,7212
36233510,6210
36340937,6210
36385424,2211
36595416,6121
42516034,8321
125834802,7212
169204202,1349
170128504,7412
171053797,7131
180248660,9112
238262025,5153
261054572,8343
271601551,7412
356032441,1219
361248326,5223
362094444,7412
362109045,9613
361973725,9334
30358769,1349
36410688,8343
362503619,2433
179368485,7212
30023963,4222
33116834,9613
36525403,8344
36452661,2411
35530696,5223
34338424,7412
35183885,8342
261392444,9112
361733943,7212
33948550,7111
